"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 50 m2","Giá: 1 t<U+1EF7> ","Ðu<U+1EDD>ng Tru<U+1EDD>ng Chinh, Phu<U+1EDD>ng Khuong Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 620 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 35 m2","Giá: 580 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ph<U+1EA1>m Van Ð<U+1ED3>ng, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 33 m2","Giá: 500 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 360 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",105.7629924,21.0345864
"Di<U+1EC7>n tích: 33 m2","Giá: 490 tri<U+1EC7>u ","Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 580 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 33 m2","Giá: 490 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 570 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",105.8459832,21.0106734
"Di<U+1EC7>n tích: 55 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng Vân H<U+1ED3> I, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 50 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 38 m2","Giá: 650 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Ð<U+1EE9>c Th<U+1ECD>, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 690 tri<U+1EC7>u ","Ðu<U+1EDD>ng K3, Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 45 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--45.html#",NA,NA
"Di<U+1EC7>n tích: 31 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng Hoàng Hoa Thám, Phu<U+1EDD>ng Ng<U+1ECD>c Hà, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 31 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ng<U+1ECD>c Hà, Phu<U+1EDD>ng Ng<U+1ECD>c Hà, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 43 m2","Giá: 1,07 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 48 m2","Giá: 1,2 t<U+1EF7> ","Ph<U+1ED1> Ð<U+1ED9>i c<U+1EA5>n, Phu<U+1EDD>ng Ð<U+1ED9>i C<U+1EA5>n, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.7737345,21.0379862
"Di<U+1EC7>n tích: 30 m2","Giá: 610 tri<U+1EC7>u ","Ðu<U+1EDD>ng H<U+1ED3> Tùng M<U+1EAD>u, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8058071,21.0649132
"Di<U+1EC7>n tích: 32 m2","Giá: 620 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.7783752,21.0350715
"Di<U+1EC7>n tích: 30 m2","Giá: 570 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 620 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 660 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng Quan Hoa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 27 m2","Giá: 500 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 99 m2","Giá: 3 t<U+1EF7> ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Phú Thu<U+1EE3>ng, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8170107,21.0851245
"Di<U+1EC7>n tích: 65 m2","Giá: 2,4 t<U+1EF7> ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Phú Thu<U+1EE3>ng, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 860 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Buou, Xã Thanh Li<U+1EC7>t, Huy<U+1EC7>n Thanh Trì, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 800 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.7773412,21.0194942
"Di<U+1EC7>n tích: 39 m2","Giá: 680 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8956916,21.0272888
"Di<U+1EC7>n tích: 104 m2","Giá: 2,7 t<U+1EF7> ","Ðu<U+1EDD>ng C<U+1ED5> Linh, Phu<U+1EDD>ng Long Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.9200531,21.0674567
"Di<U+1EC7>n tích: 81 m2","Giá: 24 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.9200531,21.0674567
"Di<U+1EC7>n tích: 62 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8701316,21.0809178
"Di<U+1EC7>n tích: 96 m2","Giá: 1,9 t<U+1EF7> ","Ðu<U+1EDD>ng Ðông H<U+1ED9>i, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",NA,NA
"Di<U+1EC7>n tích: 62 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Vi<U+1EC7>t Hung, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--46.html#",105.8701316,21.0809178
"Di<U+1EC7>n tích: 67 m2","Giá: 1,05 t<U+1EF7> ","Ðu<U+1EDD>ng Ðông H<U+1ED9>i, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 90 m2","Giá: 1,9 t<U+1EF7> ","Ðu<U+1EDD>ng Yên S<U+1EDF>, Phu<U+1EDD>ng Yên S<U+1EDF>, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 67 m2","Giá: 1,2 t<U+1EF7> ","Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.9259271,21.0437208
"Di<U+1EC7>n tích: 68 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Phúc L<U+1EE3>i, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 60 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.9074969,21.0677478
"Di<U+1EC7>n tích: 60 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng V<U+1EA1>n H<U+1EA1>nh, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 62 m2","Giá: 1,35 t<U+1EF7> ","Ðu<U+1EDD>ng Hoa S<U+1EEF>a 2, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.9200531,21.0674567
"Di<U+1EC7>n tích: 62 m2","Giá: 1,3 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 61 m2","Giá: 1,6 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Vi<U+1EC7>t Hung, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.9024322,21.0575538
"Di<U+1EC7>n tích: 80 m2","Giá: 21 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Vi<U+1EC7>t Hung, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 60 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Vi<U+1EC7>t Hung, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.9003452,21.0316081
"Di<U+1EC7>n tích: 94 m2","Giá: 2,6 t<U+1EF7> ","Ðu<U+1EDD>ng Ðàm Quang Trung, Phu<U+1EDD>ng Long Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.7870531,21.0823828
"Di<U+1EC7>n tích: 90 m2","Giá: 21,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ph<U+1EA1>m Van Ð<U+1ED3>ng, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 83 m2","Giá: 25,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ð<U+1ED7> Nhu<U+1EAD>n, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.7858997,21.0656792
"Di<U+1EC7>n tích: 93 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.7455337,20.9790672
"Di<U+1EC7>n tích: 65 m2","Giá: 1 t<U+1EF7> ","Ðu<U+1EDD>ng Lê Tr<U+1ECD>ng T<U+1EA5>n, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 38 m2","Giá: 2 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n Duy Hung, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 15 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Tr<U+1ECD>ng T<U+1EA5>n, Phu<U+1EDD>ng Ki<U+1EBF>n Hung, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 123 m2","Giá: 33 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chánh, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",105.8040298,21.0060791
"Di<U+1EC7>n tích: 186 m2","Giá: 35 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Hoàng Ð<U+1EA1>o Thúy, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--47.html#",NA,NA
"Di<U+1EC7>n tích: 62 m2","Giá: 1,8 t<U+1EF7> ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 94 m2","Giá: 3,8 t<U+1EF7> ","Ðu<U+1EDD>ng Ðê La Thành, Phu<U+1EDD>ng Ô Cho<U+0323> Du`a, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 46 m2","Giá: 1,3 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Xi<U+1EC3>n, Xã Tân Tri<U+1EC1>u, Huy<U+1EC7>n Thanh Trì, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",105.8630615,20.9911024
"Di<U+1EC7>n tích: 70 m2","Giá: 1,6 t<U+1EF7> ","Ðu<U+1EDD>ng Tam Trinh, Phu<U+1EDD>ng Mai Ð<U+1ED9>ng, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 79 m2","Giá: 1 t<U+1EF7> ","Ðu<U+1EDD>ng Minh Khai, Phu<U+1EDD>ng Minh Khai, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 60 m2","Giá: 1,7 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 52 m2","Giá: 1,925 t<U+1EF7> ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng Quan Hoa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 82 m2","Giá: 9,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Qu<U+1ED1>c l<U+1ED9> 32, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 108 m2","Giá: 1,45 t<U+1EF7> ","Ph<U+1ED1> Xa La, Phu<U+1EDD>ng Phúc La, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 480 tri<U+1EC7>u ","Ðu<U+1EDD>ng Van Ti<U+1EBF>n Dung, Phu<U+1EDD>ng Phúc Di<U+1EC5>n, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 31 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
